Title,Genre,Release Date,Release Year,Description,Duration,Critic Rating,Audience Rating,Consensus Text,URL,Type,netflix,max-us,fandango,vudu,disney-plus-us,paramount-plus-us,peacock,apple-tv-us,apple-tv-plus-us,hulu,amazon-prime-video-us
Loki,Drama/,"2021 - Present,",2021,Loki: Season 2 Featurette - Designing For The Decades,N/A,92%,49%,N/A,https://www.rottentomatoes.com/tv/loki,TV Show,No,No,No,No,Yes,No,No,No,No,No,No
The Game,Drama/,"2014,",2014,"Tensions are high in 1972 London when the Soviets devise Operation Glass, a plot to bring down Britain, while the world's superpowers engage in a war fought mainly by spies. A defecting KGB officer contacts MI5 with details of the plan. In response, MI5's leader assembles a secret team, including enigmatic agent Joe Lambe, to investigate and stop the threat to Britain and the rest of the world. Among its tasks is to locate enemy sleeper agents across the U.K. before they can carry out their roles in the conspiracy.",N/A,95%,73%,N/A,https://www.rottentomatoes.com/tv/the_game,TV Show,No,No,No,Yes,No,No,No,No,No,No,Yes
Pilot,Comedy/,"Now Playing,",N/A,"A star pilot, whose glittering world crashes overnight, prepares to take off again with a second chance at life! HAN Jung-woo (CHO Jung-seok), a pilot with top-class skills, is flying high and even appears on a famous TV show. But everything comes crashing down when a careless mistake causes him to lose everything, even his job. Blacklisted in the industry, no airline is willing to hire him. Desperate with no other choice, HAN Jung-woo transforms completely into his younger sister's identity and succeeds in landing a job as a pilot. But soon, he encounters more unexpected problems.... Will his dream of cruising through life ever take off?","1h 50m,",,,N/A,https://www.rottentomatoes.com/m/pilot_2024,Movie,No,No,No,No,No,No,No,No,No,No,No
Based on a True Story,Drama,"2023 - Present,",2023,Based On A True Story: Season 1 Trailer,N/A,76%,45%,N/A,https://www.rottentomatoes.com/tv/based_on_a_true_story,TV Show,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
Better Call Saul,Drama,"2015 - 2022,",2015,Better Call Saul: Season 6 Teaser - Four Episodes Left,N/A,97%,91%,N/A,https://www.rottentomatoes.com/tv/better_call_saul,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Babylon,Comedy/,"Released Dec 23, 2022,",2022,Babylon: Exclusive Featurette - Parties,"3h 9m,",38%,45%,"Critics Consensus
        
Babylon's overwhelming muchness is exhausting, but much like the industry it honors, its well-acted, well-crafted glitz and glamour can often be an effective distraction.
Read Critics Reviews",https://www.rottentomatoes.com/m/babylon_2022,Movie,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Bodies,Crime/,"2023 - Present,",2023,Bodies: Season 1 Teaser,N/A,82%,81%,N/A,https://www.rottentomatoes.com/tv/bodies_2023,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Rebel Moon: Part One - A Child of Fire,Sci-Fi/,"Released Dec 15, 2023,",2023,4 Things to Know Before Seeing 'Rebel Moon: Part One - A Child of Fire',"2h 13m,",17%,48%,"Critics Consensus
        
Rebel Moon: Part One - A Child of Fire proves Zack Snyder hasn't lost his visual flair, but eye candy isn't enough to offset a storyline made up of various sci-fi/fantasy tropes.
Read Critics Reviews",https://www.rottentomatoes.com/m/rebel_moon_part_1_a_child_of_fire,Movie,Yes,No,No,No,No,No,No,No,No,No,No
The Umbrella Academy,Drama/,"Next Ep Thu Aug 8,",N/A,The Umbrella Academy: Season 4 Teaser Trailer,N/A,91%,59%,N/A,https://www.rottentomatoes.com/tv/the_umbrella_academy,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Castlevania: Nocturne,Action/,"2023 - Present,",2023,Castlevania: Nocturne: Season 1 Trailer,N/A,96%,53%,N/A,https://www.rottentomatoes.com/tv/castlevania_nocturne,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Evil,Crime/,"Next Ep Thu Aug 8,",N/A,Evil: Season 1 Trailer,N/A,100%,96%,N/A,https://www.rottentomatoes.com/tv/evil,TV Show,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Land of Women,Comedy/,"2024 - Present,",2024,Land of Women: Limited Series Featurette - An Inside Look,N/A,90%,80%,N/A,https://www.rottentomatoes.com/tv/land_of_women,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Why Women Kill,Comedy/,"2019 - Present,",2019,Why Women Kill: Season 1 Trailer,N/A,67%,40%,N/A,https://www.rottentomatoes.com/tv/why_women_kill,TV Show,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Indiana Jones and the Dial of Destiny,Adventure/,"Released Jun 30, 2023,",2023,'Indiana Jones and the Dial of Destiny' Cast Break Down Morocco Scene & Discuss Franchise Journey,"2h 24m,",77%,53%,"Critics Consensus
        
It isn't as thrilling as earlier adventures, but the nostalgic rush of seeing Harrison Ford back in action helps Indiana Jones and the Dial of Destiny find a few final bits of cinematic treasure.
Read Critics Reviews",https://www.rottentomatoes.com/m/indiana_jones_and_the_dial_of_destiny,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Trigger Warning,Action/,"2024,",2024,Trigger Warning: Trailer 1,"1h 26m,",30%,15%,"Critics Consensus
        
Trigger Warning sure packs a punch when doling out clichés and dialing up the snooze fest.
Read Critics Reviews",https://www.rottentomatoes.com/m/trigger_warning_2024,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Original Sin,Mystery & Thriller/,"Released Aug 3, 2001,",2001,"Luis (Antonio Banderas) and Julia (Angelina Jolie) are bound together first by matrimony, and then, by fierce love and desire. But the closer Luis becomes to Julia, the more enigmatic she seems to be. For Luis, the loneliness which led to love becomes a passion which transcends reason and defies convention, as he and Julia engage in a dangerous dance that takes them across the landscape of Cuba, into obsession, eroticism... and perhaps even murder.","1h 52m,",47%,33%,"Critics Consensus
        
Laughably melodramatic, Original Sin features bad acting, bad dialogue, and bad plotting.
Read Critics Reviews",https://www.rottentomatoes.com/m/original_sin,Movie,No,No,No,Yes,No,No,No,Yes,No,No,No
The Marvelous Mrs. Maisel,Comedy/,"2017 - 2023,",2017,The Marvelous Mrs. Maisel: Season 2 Trailer,N/A,94%,96%,N/A,https://www.rottentomatoes.com/tv/the_marvelous_mrs_maisel,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
The Walking Dead,Drama/,"2010 - 2022,",2010,Rotten Tomatoes is Wrong About... The Walking Dead,N/A,87%,58%,N/A,https://www.rottentomatoes.com/tv/the_walking_dead,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Nobody,Action/,"Released Mar 26, 2021,",2021,Nobody: Behind the Scenes - House Designed for Fighting,"1h 32m,",57%,66%,"Critics Consensus
        
Nobody doesn't break any new ground for the genre, but this viscerally violent thriller smashes, shatters, and destroys plenty of other things -- all while proving Bob Odenkirk has what it takes to be an action star.
Read Critics Reviews",https://www.rottentomatoes.com/m/nobody_2021,Movie,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
Fantastic Four,Action/,"Released Aug 7, 2015,",2015,Fantastic Four: Trailer - Heroes Unite,"1h 40m,",22%,64%,"Critics Consensus
        
Dull and downbeat, this Fantastic Four proves a woefully misguided attempt to translate a classic comic series without the humor, joy, or colorful thrills that made it great.
Read Critics Reviews",https://www.rottentomatoes.com/m/fantastic_four_2015,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
McDonald and Dodds,Crime/,"2020 - Present,",2020,"Wildly ambitious DCI McDonald and shy DS Dodds forge a friendship and entertaining, effective partnership as they take on puzzling cases.",N/A,67%,80%,N/A,https://www.rottentomatoes.com/tv/mcdonald_and_dodds,TV Show,No,No,No,Yes,No,No,No,No,No,No,Yes
Talk to Me,Horror/,"Released Jul 28, 2023,",2023,Talk to Me: Trailer 2,"1h 35m,",18%,69%,"Critics Consensus
        
With a gripping story and impressive practical effects, Talk to Me spins a terrifically creepy 21st-century horror yarn built on classic foundations.
Read Critics Reviews",https://www.rottentomatoes.com/m/talk_to_me_2023,Movie,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
X-Men Origins: Wolverine,Action/,"Released May 1, 2009,",2009,X-Men Movies Ranked,"1h 48m,",71%,69%,"Critics Consensus
        
Though Hugh Jackman gives his all, he can't help X-Men Origins: Wolverine overcome a cliche-ridden script and familiar narrative.
Read Critics Reviews",https://www.rottentomatoes.com/m/wolverine,Movie,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes
Inside Out,Kids & Family/,"Released Jun 19, 2015,",2015,Inside Out: Trailer 2,"1h 35m,",91%,85%,"Critics Consensus
        
Inventive, gorgeously animated, and powerfully moving, Inside Out is another outstanding addition to the Pixar library of modern animated classics.
Read Critics Reviews",https://www.rottentomatoes.com/m/inside_out_2015,Movie,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
Travelers,Drama/,"2016 - 2018,",2016,Travelers: Season 3 Trailer,N/A,100%,50%,N/A,https://www.rottentomatoes.com/tv/travelers,TV Show,Yes,No,No,No,No,No,No,No,No,No,Yes
The Rookie,Crime/,"2018 - Present,",2018,The Rookie: Season 3 First Look,N/A,68%,90%,N/A,https://www.rottentomatoes.com/tv/the_rookie,TV Show,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Season 1 – Time Bandits,Adventure/,"2024,",2024,Time Bandits: Season 1 Trailer,N/A,77%,51%,"Critics Consensus
        
This reimagining of Time Bandits swaps out the original film's eccentricity for a more family-friendly sensibility, delivering an energetic adventure that gets more absorbing as it goes along.
Read Critics Reviews",https://www.rottentomatoes.com/tv/time_bandits/s01,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Vincenzo,Drama/,"2021,",2021,"During a visit to his motherland, a Korean-Italian mafia lawyer gives a conglomerate a taste of its own medicine with a side of justice.",N/A,85%,57%,N/A,https://www.rottentomatoes.com/tv/vincenzo,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Ant-Man,Action/,"Released Jul 17, 2015,",2015,Ant-Man: Trailer 1,"1h 57m,",87%,79%,"Critics Consensus
        
Led by a charming performance from Paul Rudd, Ant-Man offers Marvel thrills on an appropriately smaller scale -- albeit not as smoothly as its most successful predecessors.
Read Critics Reviews",https://www.rottentomatoes.com/m/antman,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Dungeons & Dragons: Honor Among Thieves,Fantasy/,"Released Mar 31, 2023,",2023,Movieclips: Paramount's Best Movies of 2023,"2h 14m,",63%,76%,"Critics Consensus
        
An infectiously good-spirited comedy with a solid emotional core, Dungeons & Dragons: Honor Among Thieves offers fun fantasy and adventure even if you don't know your HP from your OP.
Read Critics Reviews",https://www.rottentomatoes.com/m/dungeons_and_dragons_honor_among_thieves,Movie,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
UFC 304: Edwards vs. Muhammad 2,Sports,"Released Jul 27,",N/A,"On July 27, the UFC is back Manchester, England for its first visit to the Co-op Live Arena, and it's bringing plenty of heavy hitters to the Octagon for a stacked UFC 304 card. In the main event, Birmingham's Leon Edwards defends his welterweight title for the third time against an old rival in Belal Muhammad, who brings a 10-fight unbeaten streak into this long awaited rematch. Plus, interim heavyweight champion Tom Aspinall will also meet an old foe, as Manchester's own defends his belt against the only man to defeat him in the Octagon, Curtis Blaydes.",N/A,,57%,N/A,https://www.rottentomatoes.com/m/ufc_304_edwards_vs_muhammad_2,Movie,No,No,No,No,No,No,No,No,No,No,No
Mr. Robot,Drama/,"2015 - 2019,",2015,Mr. Robot: Season 4 Trailer - On This Season,N/A,98%,74%,N/A,https://www.rottentomatoes.com/tv/mr_robot,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Night Caller,Documentary/,"2020 - Present,",2020,"The horrifying true story of one of Australia's deadliest and most notorious serial killers, Eric Edgar Cooke, exploring the legacy he left behind.",N/A,83%,82%,N/A,https://www.rottentomatoes.com/tv/the_night_caller,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Tales From the Loop,Drama/,"2020 - Present,",2020,Tales From the Loop: Season 1 Featurette - From Paintings to Screen,N/A,86%,85%,N/A,https://www.rottentomatoes.com/tv/tales_from_the_loop,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
The Terminator,Sci-Fi/,"Released Oct 26, 1984,",1984,"Disguised as a human, a cyborg assassin known as a Terminator (Arnold Schwarzenegger) travels from 2029 to 1984 to kill Sarah Connor (Linda Hamilton). Sent to protect Sarah is Kyle Reese (Michael Biehn), who divulges the coming of Skynet, an artificial intelligence system that will spark a nuclear holocaust. Sarah is targeted because Skynet knows that her unborn son will lead the fight against them. With the virtually unstoppable Terminator in hot pursuit, she and Kyle attempt to escape.","1h 48m,",91%,95%,"Critics Consensus
        
With its impressive action sequences, taut economic direction, and relentlessly fast pace, it's clear why The Terminator continues to be an influence on sci-fi and action flicks.
Read Critics Reviews",https://www.rottentomatoes.com/m/terminator,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
On the Basis of Sex,Biography/,"Released Jan 11, 2019,",2019,On the Basis of Sex: Trailer 2,"2h 0m,",80%,84%,"Critics Consensus
        
On the Basis of Sex is nowhere near as groundbreaking as its real-life subject, but her extraordinary life makes a solid case for itself as an inspirational, well-acted biopic.
Read Critics Reviews",https://www.rottentomatoes.com/m/on_the_basis_of_sex,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
What If...?,Action/,"2021 - Present,",2021,What If...?: Season 2 Trailer - Holiday Wordplay,N/A,89%,45%,N/A,https://www.rottentomatoes.com/tv/what_if_,TV Show,No,No,No,No,Yes,No,No,No,No,No,No
Dune,Sci-Fi/,"Released Oct 22, 2021,",2021,Dune: Featurette - Designing the Sandworm,"2h 35m,",42%,37%,"Critics Consensus
        
Dune occasionally struggles with its unwieldy source material, but those issues are largely overshadowed by the scope and ambition of this visually thrilling adaptation.
Read Critics Reviews",https://www.rottentomatoes.com/m/dune_2021,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
The Continental: From the World of John Wick,Drama,"2023 - Present,",2023,The Continental: From the World of John Wick: 'A Three-Part Event' Trailer,N/A,63%,78%,N/A,https://www.rottentomatoes.com/tv/the_continental,TV Show,No,No,No,Yes,No,No,Yes,Yes,No,No,No
Mr. Throwback,Comedy,"Premieres Thu Aug 8,",N/A,Mr. Throwback: Season 1 Trailer,N/A,,,N/A,https://www.rottentomatoes.com/tv/mr_throwback,TV Show,No,No,No,No,No,No,No,No,No,No,No
Fantasmas,Comedy,"2024 - Present,",2024,Fantasmas: Trailer,N/A,93%,73%,N/A,https://www.rottentomatoes.com/tv/fantasmas,TV Show,No,Yes,No,No,No,No,No,No,No,No,No
Power,Crime/,"2014 - 2020,",2014,Power: Season 6 Trailer - The Final Episodes,N/A,44%,72%,N/A,https://www.rottentomatoes.com/tv/power,TV Show,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Summer Camp,Comedy,"Released May 31,",N/A,Summer Camp: Trailer 1,"1h 36m,",38%,57%,"Critics Consensus
        
Pack it in -- this lame comedy is about as fun as summer school.
Read Critics Reviews",https://www.rottentomatoes.com/m/summer_camp_2024,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Vanished Into the Night,Drama/,"2024,",2024,"A father, immersed in a difficult divorce process, embarks on a dangerous mission when his children disappear from their isolated country house.","1h 32m,",33%,20%,N/A,https://www.rottentomatoes.com/m/vanished_into_the_night,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Divorce in the Black,Drama,"2024,",2024,"Ava's husband, Dallas, leaves her heartbroken as he deserts their marriage. Dallas' malicious actions unravel as Ava gets a chance to find true love with her destined soulmate.","2h 23m,",0%,74%,N/A,https://www.rottentomatoes.com/m/divorce_in_the_black,Movie,No,No,No,No,No,No,No,No,No,No,Yes
Longlegs,Horror/,"Now Playing,",N/A,Longlegs: Spot - Look Closer,"1h 41m,",38%,33%,"Critics Consensus
        
Saturated in disquieting mood while leveraging a nightmarishly gonzo performance by Nicolas Cage, Longlegs is a satanic horror that effectively instills panic.
Read Critics Reviews",https://www.rottentomatoes.com/m/longlegs,Movie,No,No,Yes,Yes,No,No,No,No,No,No,No
The Boyfriend,Reality,"2024 - Present,",2024,The Boyfriend: Season 1 Trailer,N/A,100%,96%,N/A,https://www.rottentomatoes.com/tv/the_boyfriend,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
She-Hulk: Attorney at Law,Comedy/,"2022 - Present,",2022,Tatiana Maslany and Team ‘She-Hulk’ Talk About Smashing into the MCU,N/A,79%,89%,N/A,https://www.rottentomatoes.com/tv/she_hulk_attorney_at_law,TV Show,No,No,No,No,Yes,No,No,No,No,No,No
War Game,Mystery & Thriller/,"Now Playing,",N/A,War Game: Trailer 1,"1h 34m,",71%,53%,"Critics Consensus
        
A creative exercise of deadly serious import, War Game is an involving feat of simulation that sounds the alarm.
Read Critics Reviews",https://www.rottentomatoes.com/m/war_game_2024,Movie,No,No,No,No,No,No,No,No,No,No,No
Banshee,Mystery & Thriller/,"2013 - 2016,",2013,"A recently paroled master thief assumes the identity of Sheriff Lucas Hood in Banshee, Pa., where his former lover and partner in crime relocated years ago and reinvented herself as Carrie Hopewell, the wife of the town's prosecutor. As Lucas attempts to reunite with Carrie and keep his past a secret, he resumes his life of crime, even as he's hunted by the shadowy gangsters he betrayed years earlier, including a mob boss who seeks revenge against Lucas and Carrie for the jewel heist that landed Lucas in prison.",N/A,67%,96%,N/A,https://www.rottentomatoes.com/tv/banshee,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
